date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:39%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery.fancybox.min.css?v=19278034316635137701594441396	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery.fancybox.mind5ed.css	(from https://alamp-store-demo.myshopify.com/)
12:59:40	12795/12795	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Nov%202023%2007:31:49%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery.fancybox.min.css?v=19278034316635137701594441396	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery.fancybox.mind5ed.css	(from https://alamp-store-demo.myshopify.com/)
12:59:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:39%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/style-main.scss.css?v=123387318511783977221594441432	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/style-main.scss9bfd.css	(from https://alamp-store-demo.myshopify.com/)
12:59:41	15472/15472	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Dec%202023%2021:09:09%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/style-main.scss.css?v=123387318511783977221594441432	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/style-main.scss9bfd.css	(from https://alamp-store-demo.myshopify.com/)
12:59:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:40%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/engo-customize.scss.css?v=160980551261591219031678424618	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/engo-customize.scss8368.css	(from https://alamp-store-demo.myshopify.com/)
12:59:41	529219/529219	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20Dec%202023%2006:41:48%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/engo-customize.scss.css?v=160980551261591219031678424618	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/engo-customize.scss8368.css	(from https://alamp-store-demo.myshopify.com/)
12:59:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:40%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/animate.min.css?v=30636256313253750241594441378	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/animate.min63e1.css	(from https://alamp-store-demo.myshopify.com/)
12:59:44	58129/58129	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Dec%202023%2016:22:36%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/animate.min.css?v=30636256313253750241594441378	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/animate.min63e1.css	(from https://alamp-store-demo.myshopify.com/)
12:59:44	3570/3570	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2021%20Dec%202023%2006:59:43%20GMT	https://alamp-store-demo.myshopify.com/checkouts/internal/preloads.js?permanent-domain=alamp-store-demo.myshopify.com&locale=en-US	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/checkouts/internal/preloads3d09.js	(from https://alamp-store-demo.myshopify.com/)
12:59:44	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2021%20Dec%202023%2001:20:16%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	D:/Development/Templates/ALamp/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://alamp-store-demo.myshopify.com/)
12:59:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:43%20GMT	http://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://alamp-store-demo.myshopify.com/)
12:59:45	12133/12133	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20Nov%202023%2023:08:01%20GMT	https://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://alamp-store-demo.myshopify.com/)
12:59:45	103668/103668	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2021%20Dec%202023%2006:54:18%20GMT	https://alamp-store-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://alamp-store-demo.myshopify.com/)
12:59:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:44%20GMT	http://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://alamp-store-demo.myshopify.com/)
12:59:47	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20Nov%202023%2011:52:11%20GMT	https://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://alamp-store-demo.myshopify.com/)
12:59:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:45%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/styles.css?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/styles7b7a.css	(from https://alamp-store-demo.myshopify.com/)
12:59:47	75/75	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Dec%202023%2010:34:20%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/styles.css?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/styles7b7a.css	(from https://alamp-store-demo.myshopify.com/)
12:59:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:46%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/scripts.js?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/scripts7b7a.js	(from https://alamp-store-demo.myshopify.com/)
12:59:47	0/0	---M--	200	added ('OK')	text/javascript	date:Tue,%2028%20Nov%202023%2022:42:35%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/scripts.js?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/compiled_assets/scripts7b7a.js	(from https://alamp-store-demo.myshopify.com/)
12:59:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:46%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.0.min.js?v=16874778797910128561594441393	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.0.min184a.js	(from https://alamp-store-demo.myshopify.com/)
12:59:48	88145/88145	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2010%20Nov%202023%2011:57:59%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.0.min.js?v=16874778797910128561594441393	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/jquery-3.5.0.min184a.js	(from https://alamp-store-demo.myshopify.com/)
12:59:48	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	D:/Development/Templates/ALamp/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://alamp-store-demo.myshopify.com/)
12:59:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:47%20GMT	http://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	(from https://alamp-store-demo.myshopify.com/)
12:59:50	6070/6070	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20Nov%202023%2016:30:58%20GMT	https://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/api.jquery-b0af070cfe3f5cf7c92f9e2a5da2665ee07ed2aad63bb408f8d6672f894a5996.js	(from https://alamp-store-demo.myshopify.com/)
12:59:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:48%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/modernizr-2.8.3.min.js?v=174727525422211915231594441400	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/modernizr-2.8.3.min9f44.js	(from https://alamp-store-demo.myshopify.com/)
12:59:50	15514/15514	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2015%20Dec%202023%2010:34:20%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/modernizr-2.8.3.min.js?v=174727525422211915231594441400	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/modernizr-2.8.3.min9f44.js	(from https://alamp-store-demo.myshopify.com/)
12:59:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:49%20GMT	http://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	(from https://alamp-store-demo.myshopify.com/)
12:59:50	9609/9609	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2012%20Nov%202023%2002:19:02%20GMT	https://alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shopifycloud/shopify/assets/themes_support/option_selection-86cdd286ddf3be7e25d68b9fc5965d7798a3ff6228ff79af67b3f4e41d6a34be.js	(from https://alamp-store-demo.myshopify.com/)
12:59:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:49%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/lazysizes.min.js?v=18178776694225242271594441398	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/lazysizes.min96e8.js	(from https://alamp-store-demo.myshopify.com/)
12:59:51	8677/8677	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2015%20Dec%202023%2014:49:14%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/lazysizes.min.js?v=18178776694225242271594441398	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/lazysizes.min96e8.js	(from https://alamp-store-demo.myshopify.com/)
12:59:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:50%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/loader.gif?v=9076874988191347041594441398	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/loader91d9.gif	(from https://alamp-store-demo.myshopify.com/)
12:59:52	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2021%20Dec%202023%2006:59:50%20GMT	https://alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/loader.gif?v=9076874988191347041594441398	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/t/3/assets/loader91d9.gif	(from https://alamp-store-demo.myshopify.com/)
12:59:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:51%20GMT	http://alamp-store-demo.myshopify.com/cdn/shop/files/?2020	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/shop/files/index7b7a.html	(from https://alamp-store-demo.myshopify.com/)
12:59:52	249327/249327	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:df40a4a9cf91af71350c0856f52f5bad%22	https://alamp-store-demo.myshopify.com/POST	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/POST	(from https://alamp-store-demo.myshopify.com/)
12:59:52	32700/32700	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:df40a4a9cf91af71350c0856f52f5bad%22	https://alamp-store-demo.myshopify.com/cdn	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn	(from https://alamp-store-demo.myshopify.com/)
12:59:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Dec%202023%2006:59:51%20GMT	http://alamp-store-demo.myshopify.com/cdn/s/trekkie.storefront.7a4225caf9379fe42103e492053220a7195df1ae.min.js	D:/Development/Templates/ALamp/alamp-store-demo.myshopify.com/cdn/s/trekkie.storefront.7a4225caf9379fe42103e492053220a7195df1ae.min.js	(from https://alamp-store-demo.myshopify.com/)
